post	hate_or_not_hate	implicit_or_explicit	implicit_class	extra_implicit_class_x	extra_implicit_class_y
Who wants to kill little blasphemous sand babies? https: / / www.youtube.com / watch? v = EDAY56MdPEI	hate	explicit_hate			
"I would wager that my hatred of Kikes exceeds that of the 220 million dog-eaters in Chinkland. Not only do the Yellow Jews shape their own culture according to the Bugman mentality, they actively spit organic industrial waste over their land in the name of ""progress."" Chinks are kike knockoffs. Gas'em."	hate	explicit_hate			
"Some faggot-loving newspapers want people to remain queer when they are either born or ""are."" https: / / www.yahoo.com / news / more-20-000-lgbt-teens-175450952.html Anyone who resists the attempt to turn a fag into a hetero is a traitor not only to # whites but to all of humanity and should be condemned and punished."	hate	explicit_hate			
Yooooooo, I would kill that negro	hate	explicit_hate			
# TarAndFeather THESE # DeepState motherf * * king Government drones and places THEN YOU WILL IN GITMO TO TEMPLE OUR DEMOCRATY.	hate	explicit_hate			
Send this little cunt to the guillotine, then mount his head on a thorn and let him decorate the outside of the white house.	hate	explicit_hate			
Throw each of the traitor sons of a bitch off the bench and hang them on RFN!!!!!!!!!!!!!!!!!!!!!	hate	explicit_hate			
Beautiful false equivalence, you cretinous nigger.	hate	explicit_hate			
Soros must die like a sick dog in the middle of Main Street /	hate	explicit_hate			
Take a bullet like a damn man you damn - me to that gay nigger kike David Hogg. I'm not a damn man, but I'd damn him if he came to my cell on death row in Texas.	hate	explicit_hate			
Yeah ma'am, and we'll warm up @ TheRealDonaldTrump45 before we put him in the oven.	hate	explicit_hate			
This is simply a reason to exterminate all Muslims wherever they are found.	hate	explicit_hate			
David Hogg needs a kick in the butt... right after his parents got their kick for bringing up such a miserable person.	hate	explicit_hate			
First, you're a damn wetback. Second, you're pro-kike, so anti-white.	hate	explicit_hate			
What to analyze? Invasion comes, put troops on the border, shoot at those who are stupid enough to cross them.	hate	explicit_hate			
THEN WHY DO NOT HAVE TREASON!	hate	explicit_hate			
The US and the UK are jealous that Russia is selling a shit load of obsolete weapons into Syria and need a plan to drop the arsenals. So bomb the shit out of Syria.	hate	explicit_hate			
I don't need anyone to explain to me how the other traitors are. What I need to explain to myself is how we let these shit hang.	hate	explicit_hate			
Tell him to bring his goat and camel fuck ass to America and burn a flag in front of me... I'm going to flog him with my bare hands to a trauma center that the faggot pussy bitch doesn't have the balls to come here and do it.	hate	explicit_hate			
Theresa May is a traitor and must be shot like a traitor	hate	explicit_hate			
These dirty traitors must hang!!!	hate	explicit_hate			
Nuke 'em' until they glow and use them as runway lights.	hate	explicit_hate			
I hope Iran wipes Israel off the map	hate	explicit_hate			
The occasional throttling of the coppers doesn't bother me as long as it's satirical and makes me laugh a little at their discomfort.	hate	explicit_hate			
Kill them all, and may Allah sort them out.	hate	explicit_hate			
I think your Swedish cops should be able to use their snipers and shoot those who have burning bombs in their hands. Until you crush the Muslims, they will never stop. Muslims only understand violence.	hate	explicit_hate			
If only we could just stand up and kill every Negro and Jew in America, as the Negroes did with the whites in Haiti, but our police state is pretty closed.	hate	explicit_hate			
Another shit-ebony who needs a bullet in the head.	hate	explicit_hate			
Find the culprits, hang them on their balls and spin them!!!	hate	explicit_hate			
"James Brown's body double sewers mouth ""impeach45"" mad # Maxine Water... and her crazy followers must waterboarding then straitjacket out of politics! https: / / youtu.be / KpXI9zmnyb4"	hate	explicit_hate			
Every now and then, as safe as clockwork, a miserable little Internet # TROLL (like you) comes along to disturb the apple cart online to the dismay of all # DECENT * people here!!!!!!!!!! GO AWAY!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!	hate	explicit_hate			
I want Swedes to be gang raped to death	hate	explicit_hate			
"But there is a difference between blacks and ""niggers."" You shouldn't deny that until you've been to the South and seen the difference. """	hate	explicit_hate			
I wonder if the jigaboos dancing on the football fields have finally realised that they have taken money out of their own pockets when they ceased to be a distraction.	hate	explicit_hate			
Internment camps are a good start for all illegals and Muslims.....	hate	explicit_hate			
Besides, I can't think of anything more counterproductive than going into fights with Shit-Tier-Niggers and other diversity groups, if these are not the people who have organized the destruction of your homeland socially.	hate	explicit_hate			
Today we celebrate a Jewish black communist who attended gay orgies and read speeches by his Jewish henchmen, the equivalent of the people who will get the day off in 50 years to celebrate Deray, another Jewish-funded black gay man.	hate	explicit_hate			
are some religious fanatics. I hope you are experiencing something similar to what you gays are going through in your own lives.	hate	explicit_hate			
Hamas is the only one who lies and all those who like Hamas. The only tapestries are those who believe Hamas.	hate	explicit_hate			
"""In the Koran we will kill you all, you gays!"": Muslims attack gay club in Paris and beat up guests and sprayers... """	hate	explicit_hate			
# news channels must not invite mullahs on TV to spread anti-Hindu views glorifying invaders and anti-nationalists on our money	hate	explicit_hate			
# niggasfavoriteline they enslave me white people 100 years ago let's kill great-great-grandchildren there	hate	explicit_hate			
2. Hollywood Jews want us to feel bad because we don't import jihadists whose doctrine provokes more anti-Jewish hatred than my struggle	hate	explicit_hate			
Come home white man. Rise up against the Jewish agenda. Join today. You owe it to your race. You owe it to your children. # heal	hate	explicit_hate			
Family of Shitskin Ingrates tries to put a white supremacist status whore above white America	hate	explicit_hate			
Fishy Holohoax: Jews who drowned in the Beetle River (Nov. 1942): Jews who were not gassed (or electrocuted or vaporized)...	hate	explicit_hate			
Please share this video. # Jews are indeed guilty of white genocide # Zionism # Whitepride	hate	explicit_hate			
Phil Bryant stood strong while Nimrata Haley and cucks like Rob Bentley leaned to the left	hate	explicit_hate			
I am Finnish and German. I am white. What are you? a mongrel?	hate	explicit_hate			
The more people google David Herzog, the more they will realize that he was right about criminal immigration of blacks and Jewish influence in the United States.	hate	explicit_hate			
When are we going to show these Americans what pain and death is like?	hate	explicit_hate			
wow! I wish you would go on and say this. # banallmuslims, but the West is too stupid and can't believe that Islam is # islamonazism.	hate	explicit_hate			
They are Jewish, not a white man.	hate	explicit_hate			
A Jewish attention seeker who 'prefers Congolese men' believes he speaks for the dwindling white race	hate	explicit_hate			
"And your ""white"" race is not a pure racial mix that has existed for millennia."	hate	explicit_hate			
"Bourgeois nationalism is a threefold argument about what it means to be American (German-British...) and what integration means (and their duty to ""integrate"" their own children into the comprehensive transformation). """	hate	explicit_hate			
"I love how this Jewish rat slave of satan claims that she is ""white"" and ""not a Jew who is not white."""	hate	explicit_hate			
"""An Imam Calls for the Extermination of the Jews"" (via vladtepes) ""Jew-hatred is the Islamic mainstream..."""	hate	explicit_hate			
"Ferguson protesters: """" rooting out white crackers """" and ""killing Whitey"" """	hate	explicit_hate			
"The Jews are formative muffins, they can ""appear"" ""white black Asian Christian Buddhist Muslims etc."""	hate	explicit_hate			
"If we really want to ""shake up standards,"" he said, ""we need more racial hatred like we see in Evergreen."""	hate	explicit_hate			
amren said bourgeois nationalist not white nationalist, you do-gooder	hate	explicit_hate			
But raping women is ok? Well, I think that's consistent; it's okay in the Bible. That's why you support trump alias satan's hemorrhoids.	hate	explicit_hate			
